product_url,price,year,collection,reference,country,currency,image_url,brand,name,availability,currency_code,price_JPY,price_GBP,price_EUR,price_USD
https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam01336-luminor-due-goldtech.html,21500.0,2025,Luminor Due,PAM01336,USA,$,https://www.panerai.com/content/dam/rcq/pan/jN/B7/YZ/CE/VE/CY/4u/uI/a2/3A/0w/jNB7YZCEVECY4uuIa23A0w.png,PANERAI,Luminor Due Goldtech™,Available,USD,3220667.75,17030.15,20631.4,21500.0
https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam01329-luminor-due-platinumtech.html,39200.0,2025,Luminor Due,PAM01329,USA,$,https://www.panerai.com/content/dam/rcq/pan/Xu/W3/IW/ST/Jk/K8/Xb/kf/dR/YE/aA/XuW3IWSTJkK8XbkfdRYEaA.png,PANERAI,Luminor Due Platinumtech™,Available,USD,5872101.199999999,31050.32,37616.32,39200.0
https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam01494-luminor-due-tuttooro.html,41200.0,2025,Luminor Due,PAM01494,USA,$,https://www.panerai.com/content/dam/rcq/pan/zA/EI/E5/AD/QZ/GH/AB/em/Gu/yV/hA/zAEIE5ADQZGHABemGuyVhA.png,PANERAI,Luminor Due TuttoOro,Out of Stock,USD,6171698.199999999,32634.52,39535.52,41200.0
https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam01442-luminor-due-tuttooro.html,41200.0,2025,Luminor Due,PAM01442,USA,$,https://www.panerai.com/content/dam/rcq/pan/bO/qc/wN/4t/Tt/CU/Ng/1_/sc/MA/Vw/bOqcwN4tTtCUNg1_scMAVw.png,PANERAI,Luminor Due TuttoOro,Out of Stock,USD,6171698.199999999,32634.52,39535.52,41200.0
https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01570-radiomir-quaranta.html,6100.0,2025,Radiomir,PAM01570,France,€,https://www.panerai.com/content/dam/rcq/pan/km/si/mL/Jw/F0/i4/ti/6H/nA/8r/_Q/kmsimLJwF0i4ti6HnA8r_Q.png,PANERAI,Radiomir Quaranta,Available,EUR,951895.85,5036.16,6100.0,6356.81
https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01571-radiomir-quaranta.html,6100.0,2025,Radiomir,PAM01571,France,€,https://www.panerai.com/content/dam/rcq/pan/Ot/NA/-H/39/uE/Kv/rR/oH/H4/S8/hQ/OtNA-H39uEKvrRoHH4S8hQ.png,PANERAI,Radiomir Quaranta,Available,EUR,951895.85,5036.16,6100.0,6356.81
https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01572-radiomir-quaranta.html,6100.0,2025,Radiomir,PAM01572,France,€,https://www.panerai.com/content/dam/rcq/pan/lz/DC/dU/3y/d0/iv/7I/zD/o2/1G/Ow/lzDCdU3yd0iv7IzDo21GOw.png,PANERAI,Radiomir Quaranta,Available,EUR,951895.85,5036.16,6100.0,6356.81
https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01573-radiomir-quaranta.html,6100.0,2025,Radiomir,PAM01573,France,€,https://www.panerai.com/content/dam/rcq/pan/iY/f-/Ui/M1/wU/mo/nm/OC/S1/l_/kA/iYf-UiM1wUmonmOCS1l_kA.png,PANERAI,Radiomir Quaranta,Available,EUR,951895.85,5036.16,6100.0,6356.81
https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01385-radiomir-officine.html,5500.0,2025,Radiomir,PAM01385,France,€,https://www.panerai.com/content/dam/rcq/pan/bc/NG/dJ/yn/8E/S9/WC/7R/lJ/b5/FA/bcNGdJyn8ES9WC7RlJb5FA.png,PANERAI,Radiomir Officine,Out of Stock,EUR,858266.75,4540.8,5500.0,5731.55
https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01384-radiomir-officine.html,5500.0,2025,Radiomir,PAM01384,France,€,https://www.panerai.com/content/dam/rcq/pan/jM/Vd/8j/GV/v0/mK/Qt/r0/gL/SM/MA/jMVd8jGVv0mKQtr0gLSMMA.png,PANERAI,Radiomir Officine,Available,EUR,858266.75,4540.8,5500.0,5731.55
https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01383-radiomir-officine.html,5000.0,2025,Radiomir,PAM01383,France,€,https://www.panerai.com/content/dam/rcq/pan/VZ/vB/8C/mR/E0/-8/ZC/8P/mN/A9/Qg/VZvB8CmRE0-8ZC8PmNA9Qg.png,PANERAI,Radiomir Officine,Available,EUR,780242.5,4128.0,5000.0,5210.5
https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01382-radiomir-officine.html,5000.0,2025,Radiomir,PAM01382,France,€,https://www.panerai.com/content/dam/rcq/pan/Ku/v1/KD/o5/Rb/Gp/9m/Wf/ki/Al/cA/Kuv1KDo5RbGp9mWfkiAlcA.png,PANERAI,Radiomir Officine,Available,EUR,780242.5,4128.0,5000.0,5210.5
https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01334-radiomir-tre-giorni.html,7200.0,2025,Radiomir,PAM01334,France,€,https://www.panerai.com/content/dam/rcq/pan/gF/8W/6q/zc/WU/WL/kh/SC/cT/uT/ww/gF8W6qzcWUWLkhSCcTuTww.png,PANERAI,Radiomir Tre Giorni,Available,EUR,1123549.2,5944.32,7200.0,7503.12
https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01335-radiomir-tre-giorni.html,7200.0,2025,Radiomir,PAM01335,France,€,https://www.panerai.com/content/dam/rcq/pan/7w/I2/13/Xb/BE/Ga/MS/Z8/Y5/UA/Uw/7wI213XbBEGaMSZ8Y5UAUw.png,PANERAI,Radiomir Tre Giorni,Available,EUR,1123549.2,5944.32,7200.0,7503.12
https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01350-radiomir-tre-giorni.html,7200.0,2025,Radiomir,PAM01350,France,€,https://www.panerai.com/content/dam/rcq/pan/mC/bG/Av/li/W0/6q/58/sB/Gm/l_/1w/mCbGAvliW06q58sBGml_1w.png,PANERAI,Radiomir Tre Giorni,Available,EUR,1123549.2,5944.32,7200.0,7503.12
https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01347-radiomir-otto-giorni.html,9900.0,2025,Radiomir,PAM01347,France,€,https://www.panerai.com/content/dam/rcq/pan/sq/bR/W6/SN/-E/CF/th/-B/Zw/5b/tA/sqbRW6SN-ECFth-BZw5btA.png,PANERAI,Radiomir Otto Giorni,Available,EUR,1544880.15,8173.44,9900.0,10316.79
https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01348-radiomir-otto-giorni.html,9900.0,2025,Radiomir,PAM01348,France,€,https://www.panerai.com/content/dam/rcq/pan/4-/XO/xe/EC/K0/KB/TY/Ck/p1/Pc/dA/4-XOxeECK0KBTYCkp1PcdA.png,PANERAI,Radiomir Otto Giorni,Available,EUR,1544880.15,8173.44,9900.0,10316.79
https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01349-radiomir-california.html,12500.0,2025,Radiomir,PAM01349,France,€,https://www.panerai.com/content/dam/rcq/pan/Or/cO/lA/rx/8k/-r/vp/Xi/gX/X4/Lg/OrcOlArx8k-rvpXigXX4Lg.png,PANERAI,Radiomir California,Available,EUR,1950606.2499999998,10320.0,12500.0,13026.25
https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01643-radiomir-8-giorni-eilean.html,49000.0,2025,Radiomir,PAM01643,France,€,https://www.panerai.com/content/dam/rcq/pan/eg/qU/d0/pZ/R9/Ww/SQ/tm/pW/lK/wg/egqUd0pZR9WwSQtmpWlKwg.png,PANERAI,Radiomir 8 Giorni Eilean,Out of Stock,EUR,7646376.499999999,40454.4,49000.0,51062.9
https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01284-radiomir-tourbillon-gmt-bronzo.html,170000.0,2025,Radiomir,PAM01284,France,€,https://www.panerai.com/content/dam/rcq/pan/9K/Y5/0m/Wz/80/ix/UJ/aO/96/Jt/RQ/9KY50mWz80ixUJaO96JtRQ.png,PANERAI,Radiomir Tourbillon GMT Bronzo,Out of Stock,EUR,26528245.0,140352.0,170000.0,177157.0
https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam00760-radiomir-bronzo.html,19000.0,2025,Radiomir,PAM00760,France,€,https://www.panerai.com/content/dam/rcq/pan/23/44/86/4/2344864.png,PANERAI,Radiomir Bronzo,Out of Stock,EUR,2964921.5,15686.4,19000.0,19799.9
https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01026-radiomir-quaranta-goldtech.html,18500.0,2025,Radiomir,PAM01026,France,€,https://www.panerai.com/content/dam/rcq/pan/Y3/Ss/Mi/Bi/wk/-O/Lv/Y5/uN/5d/Kw/Y3SsMiBiwk-OLvY5uN5dKw.png,PANERAI,Radiomir Quaranta Goldtech™,Available,EUR,2886897.25,15273.6,18500.0,19278.850000000002
https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01437-radiomir-quaranta-yellow-gold.html,18500.0,2025,Radiomir,PAM01437,France,€,https://www.panerai.com/content/dam/rcq/pan/g5/cn/Xo/v8/vE/CP/Dz/ME/gY/Ge/cQ/g5cnXov8vECPDzMEgYGecQ.png,PANERAI,Radiomir Quaranta en or jaune,Available,EUR,2886897.25,15273.6,18500.0,19278.850000000002
https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01363-radiomir-annual-calendar-goldtech.html,40000.0,2025,Radiomir,PAM01363,France,€,https://www.panerai.com/content/dam/rcq/pan/0a/Da/kZ/iJ/KE/SO/mC/pE/wx/Oj/6Q/0aDakZiJKESOmCpEwxOj6Q.png,PANERAI,Radiomir Annual Calendar Goldtech™,Available,EUR,6241940.0,33024.0,40000.0,41684.0
https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01364-radiomir-annual-calendar-platinumtech.html,59000.0,2025,Radiomir,PAM01364,France,€,https://www.panerai.com/content/dam/rcq/pan/nN/44/E4/4V/K0/OU/KX/iq/Yn/WM/tw/nN44E44VK0OUKXiqYnWMtw.png,PANERAI,Radiomir Annual Calendar Platinumtech™,Out of Stock,EUR,9206861.5,48710.4,59000.0,61483.9
https://www.panerai.com/fr/fr/collections/watch-collection/radiomir/pam01453-radiomir-perpetual-calendar-gmt-goldtech.html,50000.0,2025,Radiomir,PAM01453,France,€,https://www.panerai.com/content/dam/rcq/pan/My/We/PY/oA/Tp/Oa/kB/sg/ji/dh/iw/MyWePYoATpOakBsgjidhiw.png,PANERAI,Radiomir Perpetual Calendar GMT Goldtech™,Out of Stock,EUR,7802424.999999999,41280.0,50000.0,52105.0
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01623-luminor-base-logo.html,5700.0,2025,Luminor,PAM01623,France,€,https://www.panerai.com/content/dam/rcq/pan/mc/zJ/or/Ov/Rc/aM/aT/bm/8A/yR/4Q/mczJorOvRcaMaTbm8AyR4Q.png,PANERAI,Luminor Base Logo,Available,EUR,889476.45,4705.92,5700.0,5939.97
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01087-luminor-base-logo.html,5700.0,2025,Luminor,PAM01087,France,€,https://www.panerai.com/content/dam/rcq/pan/ly/Km/5Y/vf/ZE/Cs/Sd/0o/pV/X4/nA/lyKm5YvfZECsSd0opVX4nA.png,PANERAI,Luminor Base Logo,Available,EUR,889476.45,4705.92,5700.0,5939.97
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01086-luminor-base-logo.html,5700.0,2025,Luminor,PAM01086,France,€,https://www.panerai.com/content/dam/rcq/pan/eO/-Y/kP/44/So/Ki/ps/Ho/yr/yZ/ow/eO-YkP44SoKipsHoyryZow.png,PANERAI,Luminor Base Logo,Available,EUR,889476.45,4705.92,5700.0,5939.97
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01084-luminor-logo.html,6200.0,2025,Luminor,PAM01084,France,€,https://www.panerai.com/content/dam/rcq/pan/20/83/65/0/2083650.png,PANERAI,Luminor Logo,Available,EUR,967500.7,5118.72,6200.0,6461.02
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01085-luminor-logo.html,6200.0,2025,Luminor,PAM01085,France,€,https://www.panerai.com/content/dam/rcq/pan/20/61/23/0/2061230.png,PANERAI,Luminor Logo ,Available,EUR,967500.7,5118.72,6200.0,6461.02
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01624-luminor-logo.html,6200.0,2025,Luminor,PAM01624,France,€,https://www.panerai.com/content/dam/rcq/pan/RP/Oi/dq/A6/SZ/yy/aM/v3/sX/4-/9w/RPOidqA6SZyyaMv3sX4-9w.png,PANERAI,Luminor Logo,Available,EUR,967500.7,5118.72,6200.0,6461.02
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01628-luminor-tre-giorni.html,10700.0,2025,Luminor,PAM01628,France,€,https://www.panerai.com/content/dam/rcq/pan/Hk/Ga/VG/Yo/Tk/KS/Jy/rN/sE/Nq/_Q/HkGaVGYoTkKSJyrNsENq_Q.png,PANERAI,Luminor Tre Giorni,Available,EUR,1669718.95,8833.92,10700.0,11150.470000000001
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam00914-luminor-8-giorni.html,7200.0,2025,Luminor,PAM00914,France,€,https://www.panerai.com/content/dam/rcq/pan/19/76/97/9/1976979.png,PANERAI,Luminor 8 Giorni,Available,EUR,1123549.2,5944.32,7200.0,7503.12
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam00915-luminor-8-giorni.html,7700.0,2025,Luminor,PAM00915,France,€,https://www.panerai.com/content/dam/rcq/pan/19/76/97/7/1976977.png,PANERAI,Luminor 8 Giorni,Available,EUR,1201573.45,6357.12,7700.0,8024.17
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01655-luminor-destro-otto-giorni.html,8200.0,2025,Luminor,PAM01655,France,€,https://www.panerai.com/content/dam/rcq/pan/O8/G5/Gh/c9/Rx/-F/WM/TF/KB/r1/wQ/O8G5Ghc9Rx-FWMTFKBr1wQ.png,PANERAI,Luminor Destro Otto Giorni,Available,EUR,1279597.7,6769.92,8200.0,8545.22
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam00422-luminor-marina.html,11500.0,2025,Luminor,PAM00422,France,€,https://www.panerai.com/content/dam/rcq/pan/79/27/56/792756.png,PANERAI,Luminor Marina,Available,EUR,1794557.75,9494.4,11500.0,11984.15
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01371-luminor-quaranta.html,7900.0,2025,Luminor,PAM01371,France,€,https://www.panerai.com/content/dam/rcq/pan/22/37/63/3/2237633.png,PANERAI,Luminor Quaranta,Available,EUR,1232783.15,6522.24,7900.0,8232.59
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01370-luminor-quaranta.html,7900.0,2025,Luminor,PAM01370,France,€,https://www.panerai.com/content/dam/rcq/pan/22/37/39/8/2237398.png,PANERAI,Luminor Quaranta,Available,EUR,1232783.15,6522.24,7900.0,8232.59
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01372-luminor-quaranta.html,7900.0,2025,Luminor,PAM01372,France,€,https://www.panerai.com/content/dam/rcq/pan/22/37/63/4/2237634.png,PANERAI,Luminor Quaranta,Available,EUR,1232783.15,6522.24,7900.0,8232.59
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01408-luminor-quaranta-steel-dlc-luna-rossa.html,9400.0,2025,Luminor,PAM01408,France,€,https://www.panerai.com/content/dam/rcq/pan/UQ/Ak/CS/b6/7k/6a/A4/va/FF/7t/WQ/UQAkCSb67k6aA4vaFF7tWQ.png,PANERAI,Luminor Quaranta Steel DLC Luna Rossa,Available,EUR,1466855.9,7760.64,9400.0,9795.74
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01526-luminor-quaranta-carbotech.html,13500.0,2025,Luminor,PAM01526,France,€,https://www.panerai.com/content/dam/rcq/pan/N4/Nf/LG/Uz/Qr/aO/YK/-9/th/IN/TQ/N4NfLGUzQraOYK-9thINTQ.png,PANERAI,Luminor Quaranta Carbotech™,Available,EUR,2106654.75,11145.6,13500.0,14068.35
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01314-luminor-marina.html,8900.0,2025,Luminor,PAM01314,France,€,https://www.panerai.com/content/dam/rcq/pan/20/66/83/2/2066832.png,PANERAI,Luminor Marina,Available,EUR,1388831.65,7347.84,8900.0,9274.69
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01313-luminor-marina.html,8900.0,2025,Luminor,PAM01313,France,€,https://www.panerai.com/content/dam/rcq/pan/20/50/94/8/2050948.png,PANERAI,Luminor Marina,Available,EUR,1388831.65,7347.84,8900.0,9274.69
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01312-luminor-marina.html,8900.0,2025,Luminor,PAM01312,France,€,https://www.panerai.com/content/dam/rcq/pan/13/33/02/4/1333024.png,PANERAI,Luminor Marina,Available,EUR,1388831.65,7347.84,8900.0,9274.69
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01157-luminor-marina-blu-profondo.html,9600.0,2025,Luminor,PAM01157,France,€,https://www.panerai.com/content/dam/rcq/pan/R-/Ap/va/Qh/qU/uK/cE/iQ/Og/Ny/qA/R-ApvaQhqUuKcEiQOgNyqA.png,PANERAI,Luminor Marina  Blu Profondo,Available,EUR,1498065.5999999999,7925.76,9600.0,10004.16
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01356-luminor-marina-verde-smeraldo.html,9600.0,2025,Luminor,PAM01356,France,€,https://www.panerai.com/content/dam/rcq/pan/xs/L0/lh/NQ/Q0/W5/d0/cN/sD/l9/gA/xsL0lhNQQ0W5d0cNsDl9gA.png,PANERAI,Luminor Marina Verde Smeraldo,Available,EUR,1498065.5999999999,7925.76,9600.0,10004.16
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01358-luminor-marina-grigio-roccia.html,9600.0,2025,Luminor,PAM01358,France,€,https://www.panerai.com/content/dam/rcq/pan/2r/qU/Pf/R3/7U/6K/mv/An/Xj/50/4Q/2rqUPfR37U6KmvAnXj504Q.png,PANERAI,Luminor Marina Grigio Roccia,Available,EUR,1498065.5999999999,7925.76,9600.0,10004.16
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01564-luminor-marina.html,9700.0,2025,Luminor,PAM01564,France,€,https://www.panerai.com/content/dam/rcq/pan/m0/3l/oJ/Ur/xU/WL/8v/Sx/xI/OT/pg/m03loJUrxUWL8vSxxIOTpg.png,PANERAI,Luminor Marina,Available,EUR,1513670.45,8008.32,9700.0,10108.37
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01316-luminor-marina.html,9700.0,2025,Luminor,PAM01316,France,€,https://www.panerai.com/content/dam/rcq/pan/20/67/63/6/2067636.png,PANERAI,Luminor Marina,Available,EUR,1513670.45,8008.32,9700.0,10108.37
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01562-luminor-marina.html,9700.0,2025,Luminor,PAM01562,France,€,https://www.panerai.com/content/dam/rcq/pan/ir/1O/R1/R_/r0/mp/KS/la/o1/Xf/zw/ir1OR1R_r0mpKSlao1Xfzw.png,PANERAI,Luminor Marina,Available,EUR,1513670.45,8008.32,9700.0,10108.37
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01412-luminor-marina-navy-seals.html,10000.0,2025,Luminor,PAM01412,France,€,https://www.panerai.com/content/dam/rcq/pan/qP/1R/cN/9g/ak/yg/8r/VG/Fa/UT/Iw/qP1RcN9gakyg8rVGFaUTIw.png,PANERAI,Luminor Marina Navy SEALs,Out of Stock,EUR,1560485.0,8256.0,10000.0,10421.0
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam02661-luminor-marina-carbotech.html,15100.0,2025,Luminor,PAM02661,France,€,https://www.panerai.com/content/dam/rcq/pan/EO/eS/-u/5M/rE/m5/DR/uq/SJ/ji/7g/EOeS-u5MrEm5DRuqSJji7g.png,PANERAI,Luminor Marina Carbotech™,Available,EUR,2356332.3499999996,12466.56,15100.0,15735.710000000001
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam02662-luminor-marina-tuttogrigio.html,16600.0,2025,Luminor,PAM02662,France,€,https://www.panerai.com/content/dam/rcq/pan/yy/cr/9q/UF/8E/i4/Xp/AT/OQ/_Q/Qw/yycr9qUF8Ei4XpATOQ_QQw.png,PANERAI,Luminor Marina TuttoGrigio,Available,EUR,2590405.0999999996,13704.96,16600.0,17298.86
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01112-luminor-marina-goldtech.html,27300.0,2025,Luminor,PAM01112,France,€,https://www.panerai.com/content/dam/rcq/pan/20/35/33/2/2035332.png,PANERAI,Luminor Marina Goldtech™ ,Available,EUR,4260124.05,22538.88,27300.0,28449.33
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01365-luminor-quaranta-bitempo.html,9300.0,2025,Luminor,PAM01365,France,€,https://www.panerai.com/content/dam/rcq/pan/uG/0I/iH/F2/xE/iG/8V/Vk/z4/Lv/Ig/uG0IiHF2xEiG8VVkz4LvIg.png,PANERAI,Luminor Quaranta BiTempo,Available,EUR,1451251.0499999998,7678.08,9300.0,9691.53
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01367-luminor-quaranta-bitempo.html,9300.0,2025,Luminor,PAM01367,France,€,https://www.panerai.com/content/dam/rcq/pan/CT/n-/6W/SU/ok/CC/Wq/YS/6M/km/gQ/CTn-6WSUokCCWqYS6MkmgQ.png,PANERAI,Luminor Quaranta BiTempo,Available,EUR,1451251.0499999998,7678.08,9300.0,9691.53
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01404-luminor-quaranta-bitempo-luna-rossa.html,9800.0,2025,Luminor,PAM01404,France,€,https://www.panerai.com/content/dam/rcq/pan/i7/zz/dP/TF/Kk/6Y/YC/D8/K6/wz/xQ/i7zzdPTFKk6YYCD8K6wzxQ.png,PANERAI,Luminor Quaranta BiTempo Luna Rossa,Available,EUR,1529275.2999999998,8090.88,9800.0,10212.58
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01640-luminor-quaranta-bitempo.html,10000.0,2025,Luminor,PAM01640,France,€,https://www.panerai.com/content/dam/rcq/pan/8G/1V/mN/s5/Tj/2E/r0/-R/p2/Tt/0A/8G1VmNs5Tj2Er0-Rp2Tt0A.png,PANERAI,Luminor Quaranta BiTempo,Available,EUR,1560485.0,8256.0,10000.0,10421.0
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01641-luminor-quaranta-bitempo-goldtech.html,25900.0,2025,Luminor,PAM01641,France,€,https://www.panerai.com/content/dam/rcq/pan/c1/qc/KI/QE/RB/uk/hB/wg/mT/GE/4g/c1qcKIQERBukhBwgmTGE4g.png,PANERAI,Luminor Quaranta BiTempo Goldtech™,Available,EUR,4041656.15,21383.04,25900.0,26990.39
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01360-luminor-bitempo-power-reserve.html,10800.0,2025,Luminor,PAM01360,France,€,https://www.panerai.com/content/dam/rcq/pan/OJ/1e/ma/oI/EU/ex/4m/Es/3I/a1/ow/OJ1emaoIEUex4mEs3Ia1ow.png,PANERAI,Luminor BiTempo Power Reserve,Available,EUR,1685323.7999999998,8916.48,10800.0,11254.68
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01361-luminor-bitempo-power-reserve.html,10800.0,2025,Luminor,PAM01361,France,€,https://www.panerai.com/content/dam/rcq/pan/aM/zj/RO/N0/6k/Sl/Pw/jL/Cm/ro/kg/aMzjRON06kSlPwjLCmrokg.png,PANERAI,Luminor BiTempo Power Reserve,Available,EUR,1685323.7999999998,8916.48,10800.0,11254.68
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01441-luminor-gmt.html,15200.0,2025,Luminor,PAM01441,France,€,https://www.panerai.com/content/dam/rcq/pan/17/12/33/1/1712331.png,PANERAI,Luminor GMT,Available,EUR,2371937.1999999997,12549.12,15200.0,15839.92
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01674-luminor-gmt-power-reserve-ceramica.html,19500.0,2025,Luminor,PAM01674,France,€,https://www.panerai.com/content/dam/rcq/pan/MC/aC/kK/6t/TR/SO/eX/tG/o5/BN/Hg/MCaCkK6tTRSOeXtGo5BNHg.png,PANERAI,Luminor GMT Power Reserve Ceramica,Out of Stock,EUR,3042945.75,16099.2,19500.0,20320.95
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01218-luminor-chrono.html,10200.0,2025,Luminor,PAM01218,France,€,https://www.panerai.com/content/dam/rcq/pan/21/48/54/1/2148541.png,PANERAI,Luminor Chrono,Available,EUR,1591694.7,8421.12,10200.0,10629.42
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01109-luminor-chrono.html,10200.0,2025,Luminor,PAM01109,France,€,https://www.panerai.com/content/dam/rcq/pan/21/48/44/8/2148448.png,PANERAI,Luminor Chrono,Available,EUR,1591694.7,8421.12,10200.0,10629.42
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01110-luminor-chrono.html,11000.0,2025,Luminor,PAM01110,France,€,https://www.panerai.com/content/dam/rcq/pan/21/48/47/5/2148475.png,PANERAI,Luminor Chrono,Available,EUR,1716533.5,9081.6,11000.0,11463.1
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01548-luminor-chrono.html,11000.0,2025,Luminor,PAM01548,France,€,https://www.panerai.com/content/dam/rcq/pan/KN/yQ/HT/7X/8E/mk/Jn/fc/ZC/aV/Ig/KNyQHT7X8EmkJnfcZCaVIg.png,PANERAI,Luminor Chrono,Available,EUR,1716533.5,9081.6,11000.0,11463.1
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01219-luminor-chrono-carbotech.html,16900.0,2025,Luminor,PAM01219,France,€,https://www.panerai.com/content/dam/rcq/pan/cd/oK/fQ/Qt/SU/et/Rb/ak/AV/Fk/TA/cdoKfQQtSUetRbakAVFkTA.png,PANERAI,Luminor Chrono Carbotech™,Available,EUR,2637219.65,13952.64,16900.0,17611.49
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01111-luminor-chrono-goldtech.html,30000.0,2025,Luminor,PAM01111,France,€,https://www.panerai.com/content/dam/rcq/pan/21/48/50/1/2148501.png,PANERAI,Luminor Chrono Goldtech™,Available,EUR,4681455.0,24768.0,30000.0,31263.0
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01409-luminor-chrono-navy-seals.html,11200.0,2025,Luminor,PAM01409,France,€,https://www.panerai.com/content/dam/rcq/pan/gE/0n/MZ/Ma/9k/Op/N-/8F/mc/nf/DQ/gE0nMZMa9kOpN-8FmcnfDQ.png,PANERAI,Luminor Chrono Navy SEALs,Out of Stock,EUR,1747743.2,9246.72,11200.0,11671.52
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01419-luminor-chrono-carbotech-navy-seals.html,18200.0,2025,Luminor,PAM01419,France,€,https://www.panerai.com/content/dam/rcq/pan/Sm/IC/8D/Fv/HU/qL/NG/kj/Mg/F8/8g/SmIC8DFvHUqLNGkjMgF88g.png,PANERAI,Luminor Chrono Carbotech™ Navy SEALs,Available,EUR,2840082.6999999997,15025.92,18200.0,18966.22
https://www.panerai.com/fr/fr/collections/watch-collection/luminor/pam01482-luminor-dieci-giorni-gmt.html,15500.0,2025,Luminor,PAM01482,France,€,https://www.panerai.com/content/dam/rcq/pan/MT/BC/lK/ZB/Tv/GJ/d8/UV/Nx/2S/Bw/MTBClKZBTvGJd8UVNx2SBw.png,PANERAI,Luminor Dieci Giorni GMT,Out of Stock,EUR,2418751.75,12796.8,15500.0,16152.550000000001
